pr1.1	Scio versiculis meis evenire, ut fastidiose legantur: quippe sic meritum est eorum, sed quosdam solet commendare materia et aliquotiens fortasse lectorem solum lemma sollicitat tituli, ut festivitate persuasus et ineptiam ferre contentus sit. hoc opusculum nec materia amoenum est nec appellatione iucundum, habet maestam religionem, qua carorum meorum obitus tristi adfectione commemoro. titulus libelli est Parentalia. antiquae appellationis hic dies et iam inde ab Numa cognatorum inferiis institutus: nec quidquam sanctius habet reverentia superstitum, quam ut amissos venerabiliter recordetur.
22.8	austeris doctus iungere temperiem,
22.9	tu non adscito tibi me nec sanguine iuncto
22.10	optasti nostras consociare domos. 
22.11	nempe aliqua in nobis morum simulacra tuorum
22.12	effigies nostri praebuit ingenii;
22.13	aut iam Fortunae sic se vertigo rotabat,
22.14	ut pondus fatis tam bona vota darent,
22.15	si quid aput manes sentis, fovet hoc tibi mentem, 
22.16	quod fieri optaras, id voluisse deum.
23.1	Qui nomen vultumque patris, Pauline, gerebas,
23.2	amissi specimen qui genitoris eras;
23.3	propter quem luctus miserae decedere matris
23.4	coeperat, offerret cum tua forma patrem,
23.5	redderet et mores et moribus adderet illud, 
23.6	Paulinus caruit quo pater, eloquium:
23.7	eriperis laetis et pubescentibus annis
23.8	crudaque adhuc matris pectora sollicitas.
23.9	flemus enim et raptam thalami de sede sororem,
23.10	heu non maturo funere, Dryadiam. 
23.11	flemus, ego in primis, qui matris avunculus, ac vos
23.12	natorum tamquam diligo progeniem,
23.13	illa manus inter genetricis et oscula patris
23.14	occidit, Hispana tu regione procul,
23.15	quam tener et primo nove flos decerperis aevo, 
23.16	nondum purpureas cinctus ephebe genas!
23.17	quattuor ediderat nunc functa puerpera partus,
23.18	funera set tumulis iam geminata dedit.
23.19	Sit satis hoc, Pauline pater; divisio facta est: 
23.20	debetur matri cetera progenies.
24.1	QUI laetum ingenium, mores qui diligit aequos
24.2	quique fidem sancta cum pietate colit,
24.3	Paulini manes mecum veneratus amicis
24.4	inroret lacrimis annua liba ferens,
24.5	aequaevus, Pauline, mihi natamque sororis 
24.6	indeptus thalamo: sic mihi paene gener,
24.7	stirpis Aquitanae mater tibi: nam genitori
24.8	Cossio Vasatum, municipale genus.
24.9	scrinia praefecti meritus, rationibus inde
24.10	praepositus Libycis praemia opima capis. 
24.11	nam correcturae tibi Tarraco Hibera tribunal
24.12	praebuit, adfectans esse clienta tibi.
24.13	tu socrum pro matre colens adfinis haberi
24.14	non poteras, nati cum fruerere loco.
24.15	inter concordes vixisti fidus amicos, 
24.16	duodeviginti functus Olympiadas.
25.1	TE quoque Dryadiam materteram
25.2	flebilibus modulis
25.3	germana genitus, prope filius,
25.4	ore pio veneror,
25.5	quam thalamo taedisque iugalibus 
25.6	invida mors rapuit;
25.7	mutavitque torum feretri vice
25.8	exequialis honor,
25.9	discebas in me, matertera
25.10	mater uti fieres; 
25.11	unde modo hoc maestum tibi defero
25.12	filius officium.
26.1	QUIN et funereis amitam inpertire querellis,
26.2	Musa, Cataphroniam.
26.3	innuba devotae quae virginitatis amorem
26.4	parcaque anus coluit:
26.5	et mihi, quod potuit, quamvis de paupere summa, 
26.6	mater uti, adtribuit.
26.7	ergo commemorata have maestumque vocata
26.8	pro genetrice vale.
27.1	ET amita Veneria properiter obiit:
27.2	cui brevia melea modifica recino:
27.3	cinis ut placidulus ab opere vigeat,
27.4	celeripes adeat loca tacita Erebi.
28.1	PARVA etiam fuit Idalia,
28.2	nomine praedita quae Paphiae
28.3	et speciem meruit Veneris;
28.4	quae genita est mihi paene soror,
28.5	filia nam fuit haec amitae, 
28.6	quam celebrat sub honore pio
28.7	nenia carmine funereo.
29.1	AEMILIA et, vix nota mihi soror, accipe questus,
29.2	debent quos cineri maesta elegea tuo.
29.3	coniunxit nostras aequaeva infantia cunas,
29.4	uno quamvis tu consule maior eras.
29.5	invida set nimium Lachesis properata peregit 
29.6	tempora et ad manes funera acerba dedit,
29.7	praemissa ergo vale manesque verere parentum,
29.8	qui maiore aevo quique minore venit.
30.1	UT generis clari, veterum sic femina morum,
30.2	Urbica, Censoris nobilitata toro;
30.3	ingenitis pollens virtutibus auctaque et illis,
30.4	quas docuit coniunx, quas pater et genetrix — quas
30.5	habuit Tanaquil, quas Pythagorea Theano 
30.6	quaeque sine exemplo in nece functa viri.
30.7	et tibi si fatum sic permutare dedisset,
30.8	viveret hoc nostro tempore Censor adhuc,
30.9	set neque tu viduo longum cruciata sub aevo
30.10	protinus optato fine secuta virum. 
30.11	annua nunc maestis ferimus tibi iusta querellis
30.12	cum genero et natis consocer Ausonius.
